postcode,division,district,thana,suboffice,postcode_bn
3642,চট্টগ্রাম,চাঁদপুর,মতলবগঞ্জ,কালিপুর,৩৬৪২
3640,চট্টগ্রাম,চাঁদপুর,মতলবগঞ্জ,মতলবগঞ্জ,৩৬৪০
3641,চট্টগ্রাম,চাঁদপুর,মতলবগঞ্জ,মোহনপুর,৩৬৪১
3623,চট্টগ্রাম,চাঁদপুর,শাহরাস্তি,ছোটোশি,৩৬২৩
3624,চট্টগ্রাম,চাঁদপুর,শাহরাস্তি,ইসলামিয়া মাদ্রাসা,৩৬২৪
3621,চট্টগ্রাম,চাঁদপুর,শাহরাস্তি,খিলাবাজার,৩৬২১
3622,চট্টগ্রাম,চাঁদপুর,শাহরাস্তি,পশ্চিম খেরিহার,৩৬২২
3620,চট্টগ্রাম,চাঁদপুর,শাহরাস্তি,শাহরাস্তি,৩৬২০
4376,চট্টগ্রাম,চট্টগ্রাম,আনোয়ারা,আনোয়ারা,৪৩৭৬
4378,চট্টগ্রাম,চট্টগ্রাম,আনোয়ারা,বটতলি,৪৩৭৮
4377,চট্টগ্রাম,চট্টগ্রাম,আনোয়ারা,পরৈকোড়া,৪৩৭৭
4366,চট্টগ্রাম,চট্টগ্রাম,বোয়ালখালী,বোয়ালখালী,৪৩৬৬
4369,চট্টগ্রাম,চট্টগ্রাম,বোয়ালখালী,চরণদ্বীপ,৪৩৬৯
4365,চট্টগ্রাম,চট্টগ্রাম,বোয়ালখালী,ইকবাল পার্ক,৪৩৬৫
4368,চট্টগ্রাম,চট্টগ্রাম,বোয়ালখালী,কদুরখিল,৪৩৬৮
4363,চট্টগ্রাম,চট্টগ্রাম,বোয়ালখালী,কানুনগোপাড়া,৪৩৬৩
4367,চট্টগ্রাম,চট্টগ্রাম,বোয়ালখালী,সাকপুরা,৪৩৬৭
4364,চট্টগ্রাম,চট্টগ্রাম,বোয়ালখালী,সারোয়াতলী,৪৩৬৪
4221,চট্টগ্রাম,চট্টগ্রাম,চট্টগ্রাম সদর,আল আমিন বাড়ীয়া মাদ্রাসা,৪২২১
4211,চট্টগ্রাম,চট্টগ্রাম,চট্টগ্রাম সদর,আমিন জুট মিলস,৪২১১
4215,চট্টগ্রাম,চট্টগ্রাম,চট্টগ্রাম সদর,আনন্দবাজার,৪২১৫
4210,চট্টগ্রাম,চট্টগ্রাম,চট্টগ্রাম সদর,বায়েজিদ বোস্তামী,৪২১০
4212,চট্টগ্রাম,চট্টগ্রাম,চট্টগ্রাম সদর,চাঁদগাও,৪২১২
4203,চট্টগ্রাম,চট্টগ্রাম,চট্টগ্রাম সদর,চকবাজার,৪২০৩
4220,চট্টগ্রাম,চট্টগ্রাম,চট্টগ্রাম সদর,চট্টগ্রাম সেনানিবাস,৪২২০
4219,চট্টগ্রাম,চট্টগ্রাম,চট্টগ্রাম সদর,চট্টগ্রাম কাস্টমস,৪২১৯
4209,চট্টগ্রাম,চট্টগ্রাম,চট্টগ্রাম সদর,চট্টগ্রাম পলিটেকনিক,৪২০৯
4218,চট্টগ্রাম,চট্টগ্রাম,চট্টগ্রাম সদর,চট্টগ্রাম সেইলার্স কলোনী,৪২১৮
4205,চট্টগ্রাম,চট্টগ্রাম,চট্টগ্রাম সদর,চট্টগ্রাম বিমানবন্দর,৪২০৫
4100,চট্টগ্রাম,চট্টগ্রাম,চট্টগ্রাম সদর,চট্টগ্রাম বন্দর,৪১০০
4000,চট্টগ্রাম,চট্টগ্রাম,চট্টগ্রাম সদর,চট্টগ্রাম জিপিও,৪০০০
4223,চট্টগ্রাম,চট্টগ্রাম,চট্টগ্রাম সদর,রপ্তানি প্রক্রিয়াকরণ,৪২২৩
4207,চট্টগ্রাম,চট্টগ্রাম,চট্টগ্রাম সদর,ফিরোজশাহ কলোনী,৪২০৭
4216,চট্টগ্রাম,চট্টগ্রাম,চট্টগ্রাম সদর,হালিশহর,৪২১৬
4225,চট্টগ্রাম,চট্টগ্রাম,চট্টগ্রাম সদর,খুলশী,৪২২৫
4214,চট্টগ্রাম,চট্টগ্রাম,চট্টগ্রাম সদর,জালালাবাদ,৪২১৪
4206,চট্টগ্রাম,চট্টগ্রাম,চট্টগ্রাম সদর,জলদিয়া মেরিন একাডেমি,৪২০৬
4222,চট্টগ্রাম,চট্টগ্রাম,চট্টগ্রাম সদর,মধ্য পতেঙ্গা,৪২২২
4208,চট্টগ্রাম,চট্টগ্রাম,চট্টগ্রাম সদর,মোহার্ড,৪২০৮
4226,চট্টগ্রাম,চট্টগ্রাম,চট্টগ্রাম সদর,উত্তর হালিশহর,৪২২৬
4217,চট্টগ্রাম,চট্টগ্রাম,চট্টগ্রাম সদর,উত্তর কাট্টলী,৪২১৭
4202,চট্টগ্রাম,চট্টগ্রাম,চট্টগ্রাম সদর,পাহাড়তলী,৪২০২
4204,চট্টগ্রাম,চট্টগ্রাম,চট্টগ্রাম সদর,পতেঙ্গা,৪২০৪
4224,চট্টগ্রাম,চট্টগ্রাম,চট্টগ্রাম সদর,রামপুরা TSO,৪২২৪
4213,চট্টগ্রাম,চট্টগ্রাম,চট্টগ্রাম সদর,ওয়াজেদিয়া,৪২১৩
4383,চট্টগ্রাম,চট্টগ্রাম,পূর্ব জোয়ারা,বর্মা,৪৩৮৩
4382,চট্টগ্রাম,চট্টগ্রাম,পূর্ব জোয়ারা,দোহাজারী,৪৩৮২
4380,চট্টগ্রাম,চট্টগ্রাম,পূর্ব জোয়ারা,পূর্ব জোয়ারা,৪৩৮০
4381,চট্টগ্রাম,চট্টগ্রাম,পূর্ব জোয়ারা,গাছবাড়িয়া,৪৩৮১
4352,চট্টগ্রাম,চট্টগ্রাম,ফটিকছড়ি,ভাণ্ডার শরীফ,৪৩৫২
4350,চট্টগ্রাম,চট্টগ্রাম,ফটিকছড়ি,ফটিকছড়ি,৪৩৫০
4354,চট্টগ্রাম,চট্টগ্রাম,ফটিকছড়ি,হারুয়ালছড়ি,৪৩৫৪
4353,চট্টগ্রাম,চট্টগ্রাম,ফটিকছড়ি,নাজিরহাট,৪৩৫৩
4351,চট্টগ্রাম,চট্টগ্রাম,ফটিকছড়ি,নানুপুর,৪৩৫১
4355,চট্টগ্রাম,চট্টগ্রাম,ফটিকছড়ি,নারায়ণহাট,৪৩৫৫
4331,চট্টগ্রাম,চট্টগ্রাম,হাটহাজারী,চট্টগ্রাম বিশ্ববিদ্যালয়,৪৩৩১
4335,চট্টগ্রাম,চট্টগ্রাম,হাটহাজারী,ফাতেয়াবাদ,৪৩৩৫
4332,চট্টগ্রাম,চট্টগ্রাম,হাটহাজারী,গড়দুয়ারা,৪৩৩২
4330,চট্টগ্রাম,চট্টগ্রাম,হাটহাজারী,হাটহাজারী,৪৩৩০
4333,চট্টগ্রাম,চট্টগ্রাম,হাটহাজারী,কাটিরহাট,৪৩৩৩
4339,চট্টগ্রাম,চট্টগ্রাম,হাটহাজারী,মাদ্রাসা,৪৩৩৯
4334,চট্টগ্রাম,চট্টগ্রাম,হাটহাজারী,মির্জাপুর,৪৩৩৪
4337,চট্টগ্রাম,চট্টগ্রাম,হাটহাজারী,নূরালীবাড়ী,৪৩৩৭
4338,চট্টগ্রাম,চট্টগ্রাম,হাটহাজারী,ইউনূস নগর,৪৩৩৮
4393,চট্টগ্রাম,চট্টগ্রাম,জলদি,বাণীগ্রাম,৪৩৯৩
4392,চট্টগ্রাম,চট্টগ্রাম,জলদি,গুনাগরী,৪৩৯২
4390,চট্টগ্রাম,চট্টগ্রাম,জলদি,জলদি,৪৩৯০
4391,চট্টগ্রাম,চট্টগ্রাম,জলদি,খান বাহাদুর,৪৩৯১
4398,চট্টগ্রাম,চট্টগ্রাম,লোহাগাড়া,চুনতি,৪৩৯৮
4396,চট্টগ্রাম,চট্টগ্রাম,লোহাগাড়া,লোহাগাড়া,৪৩৯৬
4397,চট্টগ্রাম,চট্টগ্রাম,লোহাগাড়া,পদুয়া,৪৩৯৭
4321,চট্টগ্রাম,চট্টগ্রাম,মীরসরাই,আবু তোরাব,৪৩২১
4325,চট্টগ্রাম,চট্টগ্রাম,মীরসরাই,আজমপুর,৪৩২৫
4323,চট্টগ্রাম,চট্টগ্রাম,মীরসরাই,বারইয়ারহাট,৪৩২৩
4322,চট্টগ্রাম,চট্টগ্রাম,মীরসরাই,দারোগাহাট,৪৩২২
4324,চট্টগ্রাম,চট্টগ্রাম,মীরসরাই,জোরগঞ্জ,৪৩২৪
4327,চট্টগ্রাম,চট্টগ্রাম,মীরসরাই,করেরহাট,৪৩২৭
4320,চট্টগ্রাম,চট্টগ্রাম,মীরসরাই,মীরসরাই,৪৩২০
4328,চট্টগ্রাম,চট্টগ্রাম,মীরসরাই,মহাজনহাট,৪৩২৮
4371,চট্টগ্রাম,চট্টগ্রাম,পটিয়া,বুধপাড়া,৪৩৭১
4370,চট্টগ্রাম,চট্টগ্রাম,পটিয়া,পটিয়া প্রধান কার্যালয়,৪৩৭০
4361,চট্টগ্রাম,চট্টগ্রাম,রাঙ্গুনিয়া,ধামাইর,৪৩৬১
4360,চট্টগ্রাম,চট্টগ্রাম,রাঙ্গুনিয়া,রাঙ্গুনিয়া,৪৩৬০
4349,চট্টগ্রাম,চট্টগ্রাম,রাউজান,বি.আই.টি পোস্ট অফিস,৪৩৪৯
4341,চট্টগ্রাম,চট্টগ্রাম,রাউজান,বিনাজুরী,৪৩৪১
4347,চট্টগ্রাম,চট্টগ্রাম,রাউজান,দেওয়ানপুর,৪৩৪৭
4345,চট্টগ্রাম,চট্টগ্রাম,রাউজান,ফতেহপুর,৪৩৪৫
4343,চট্টগ্রাম,চট্টগ্রাম,রাউজান,গহীরা,৪৩৪৩
4346,চট্টগ্রাম,চট্টগ্রাম,রাউজান,নোয়াপাড়া,৪৩৪৬
4344,চট্টগ্রাম,চট্টগ্রাম,রাউজান,জগন্নাথ হাট,৪৩৪৪
4342,চট্টগ্রাম,চট্টগ্রাম,রাউজান,কুন্ডেশ্বরী,৪৩৪২
4348,চট্টগ্রাম,চট্টগ্রাম,রাউজান,মোহামনী,৪৩৪৮
4340,চট্টগ্রাম,চট্টগ্রাম,রাউজান,রাউজান,৪৩৪০
4300,চট্টগ্রাম,চট্টগ্রাম,সন্দ্বীপ,সন্দ্বীপ,৪৩০০
4301,চট্টগ্রাম,চট্টগ্রাম,সন্দ্বীপ,শিবেরহাট,৪৩০১
4302,চট্টগ্রাম,চট্টগ্রাম,সন্দ্বীপ,সন্দ্বীপ,৪৩০২
4387,চট্টগ্রাম,চট্টগ্রাম,সাতকানিয়া,বায়তুল ইজ্জত,৪৩৮৭
4388,চট্টগ্রাম,চট্টগ্রাম,সাতকানিয়া,বাজালিয়া,৪৩৮৮
4386,চট্টগ্রাম,চট্টগ্রাম,সাতকানিয়া,সাতকানিয়া,৪৩৮৬
4312,চট্টগ্রাম,চট্টগ্রাম,সীতাকুন্ড,বরফকুণ্ড,৪৩১২
4311,চট্টগ্রাম,চট্টগ্রাম,সীতাকুন্ড,বারৈয়াঢালা,৪৩১১
4313,চট্টগ্রাম,চট্টগ্রাম,সীতাকুন্ড,বাঁশবাড়িয়া,৪৩১৩
4315,চট্টগ্রাম,চট্টগ্রাম,সীতাকুন্ড,ভাটিয়ারী,৪৩১৫
4316,চট্টগ্রাম,চট্টগ্রাম,সীতাকুন্ড,ফৌজদারহাট,৪৩১৬
4317,চট্টগ্রাম,চট্টগ্রাম,সীতাকুন্ড,জাফরাবাদ,৪৩১৭
4314,চট্টগ্রাম,চট্টগ্রাম,সীতাকুন্ড,কুমিরা,৪৩১৪
4310,চট্টগ্রাম,চট্টগ্রাম,সীতাকুন্ড,সীতাকুন্ড,৪৩১০
3560,চট্টগ্রাম,কুমিল্লা,বরুড়া,বরুড়া,৩৫৬০
3562,চট্টগ্রাম,কুমিল্লা,বরুড়া,মুদাফরগঞ্জ,৩৫৬২
3561,চট্টগ্রাম,কুমিল্লা,বরুড়া,পয়ালগাছা,৩৫৬১
3526,চট্টগ্রাম,কুমিল্লা,ব্রাহ্মণপাড়া,ব্রাহ্মণপাড়া,৩৫২৬
3520,চট্টগ্রাম,কুমিল্লা,বুড়িচং,বুড়িচং,৩৫২০
3521,চট্টগ্রাম,কুমিল্লা,বুড়িচং,ময়নামতি বাজার,৩৫২১
3510,চট্টগ্রাম,কুমিল্লা,চান্দিনা,চান্দিনা,৩৫১০
3511,চট্টগ্রাম,কুমিল্লা,চান্দিনা,মাধাইয়া বাজার,৩৫১১
3551,চট্টগ্রাম,কুমিল্লা,চৌদ্দগ্রাম,বাতিসা,৩৫৫১
3552,চট্টগ্রাম,কুমিল্লা,চৌদ্দগ্রাম,চিওড়া,৩৫৫২
3550,চট্টগ্রাম,কুমিল্লা,চৌদ্দগ্রাম,চৌদ্দগ্রাম,৩৫৫০
3501,চট্টগ্রাম,কুমিল্লা,কুমিল্লা সদর,কুমিল্লা সেনানিবাস,৩৫০১
3500,চট্টগ্রাম,কুমিল্লা,কুমিল্লা সদর,কুমিল্লা সদর,৩৫০০
3503,চট্টগ্রাম,কুমিল্লা,কুমিল্লা সদর,কোটবাড়ী,৩৫০৩
3502,চট্টগ্রাম,কুমিল্লা,কুমিল্লা সদর,হালিমানগর,৩৫০২
3504,চট্টগ্রাম,কুমিল্লা,কুমিল্লা সদর,সুয়াগঞ্জ,৩৫০৪
3518,চট্টগ্রাম,কুমিল্লা,দাউদকান্দি,দাশপাড়া,৩৫১৮
3516,চট্টগ্রাম,কুমিল্লা,দাউদকান্দি,দাউদকান্দি,৩৫১৬
3519,চট্টগ্রাম,কুমিল্লা,দাউদকান্দি,ইলিয়টগঞ্জ,৩৫১৯
3517,চট্টগ্রাম,কুমিল্লা,দাউদকান্দি,গৌরীপুর,৩৫১৭
3532,চট্টগ্রাম,কুমিল্লা,দেবিদ্বার,বড়শালঘর,৩৫৩২
3530,চট্টগ্রাম,কুমিল্লা,দেবিদ্বার,দেবিদ্বার,৩৫৩০
3533,চট্টগ্রাম,কুমিল্লা,দেবিদ্বার,ধামতী,৩৫৩৩
3531,চট্টগ্রাম,কুমিল্লা,দেবিদ্বার,গঙ্গামন্ডল,৩৫৩১
3546,চট্টগ্রাম,কুমিল্লা,হোমনা,হোমনা,৩৫৪৬
3572,চট্টগ্রাম,কুমিল্লা,লাকসাম,বিপুলাসার,৩৫৭২
3570,চট্টগ্রাম,কুমিল্লা,লাকসাম,লাকসাম,৩৫৭০
3571,চট্টগ্রাম,কুমিল্লা,লাকসাম,লাকসাম,৩৫৭১
3582,চট্টগ্রাম,কুমিল্লা,নাঙ্গলকোট,বটতলী বাজার,৩৫৮২
3581,চট্টগ্রাম,কুমিল্লা,নাঙ্গলকোট,ঢালুয়া,৩৫৮১
3583,চট্টগ্রাম,কুমিল্লা,নাঙ্গলকোট,গুণবতী,৩৫৮৩
3580,চট্টগ্রাম,কুমিল্লা,নাঙ্গলকোট,নাঙ্গলকোট,৩৫৮০
3543,চট্টগ্রাম,কুমিল্লা,মুরাদনগর,বাঙ্গরা,৩৫৪৩
3542,চট্টগ্রাম,কুমিল্লা,মুরাদনগর,কোম্পানীগঞ্জ,৩৫৪২
3540,চট্টগ্রাম,কুমিল্লা,মুরাদনগর,মুরাদনগর,৩৫৪০
3545,চট্টগ্রাম,কুমিল্লা,মুরাদনগর,পান্তি বাজার,৩৫৪৫
3541,চট্টগ্রাম,কুমিল্লা,মুরাদনগর,রামচন্দ্রপুর,৩৫৪১
3544,চট্টগ্রাম,কুমিল্লা,মুরাদনগর,সোনাকান্দা,৩৫৪৪
4742,চট্টগ্রাম,কক্সবাজার,চিরিঙ্গা,বদরখালী,৪৭৪২
4740,চট্টগ্রাম,কক্সবাজার,চিরিঙ্গা,চিরিঙ্গা,৪৭৪০
4741,চট্টগ্রাম,কক্সবাজার,চিরিঙ্গা,চিরিঙ্গা S.O,৪৭৪১
4743,চট্টগ্রাম,কক্সবাজার,চিরিঙ্গা,মালুমঘাট,৪৭৪৩
4700,চট্টগ্রাম,কক্সবাজার,কক্সবাজার সদর,কক্সবাজার সদর,৪৭০০
4702,চট্টগ্রাম,কক্সবাজার,কক্সবাজার সদর,ঈদগাঁও,৪৭০২
4701,চট্টগ্রাম,কক্সবাজার,কক্সবাজার সদর,ঝিলংজা,৪৭০১
4710,চট্টগ্রাম,কক্সবাজার,গোরকঘাট,গোরকঘাট,৪৭১০
4720,চট্টগ্রাম,কক্সবাজার,কুতুবদিয়া,কুতুবদিয়া,৪৭২০
4730,চট্টগ্রাম,কক্সবাজার,রামু,রামু,৪৭৩০
4761,চট্টগ্রাম,কক্সবাজার,টেকনাফ,হ্নীলা,৪৭৬১
4762,চট্টগ্রাম,কক্সবাজার,টেকনাফ,সেন্টমার্টিন,৪৭৬২
4760,চট্টগ্রাম,কক্সবাজার,টেকনাফ,টেকনাফ,৪৭৬০
4750,চট্টগ্রাম,কক্সবাজার,উখিয়া,উখিয়া,৪৭৫০
3910,চট্টগ্রাম,ফেনী,ছাগলনাইয়া,ছাগলনাইয়া,৩৯১০
3912,চট্টগ্রাম,ফেনী,ছাগলনাইয়া,দারোগাহাট,৩৯১২
3911,চট্টগ্রাম,ফেনী,ছাগলনাইয়া,মহারাজগঞ্জ,৩৯১১
3913,চট্টগ্রাম,ফেনী,ছাগলনাইয়া,পূর্ব শিমুলিয়া,৩৯১৩
3922,চট্টগ্রাম,ফেনী,দাগনভূঞা,ছিলোনিয়া,৩৯২২
3920,চট্টগ্রাম,ফেনী,দাগনভূঞা,দাগনভূঞা,৩৯২০
3921,চট্টগ্রাম,ফেনী,দাগনভূঞা,দুধমুখা,৩৯২১
3923,চট্টগ্রাম,ফেনী,দাগনভূঞা,রাজাপুর,৩৯২৩
3901,চট্টগ্রাম,ফেনী,ফেনী সদর,ফাজিলপুর,৩৯০১
3900,চট্টগ্রাম,ফেনী,ফেনী সদর,ফেনী সদর,৩৯০০
3903,চট্টগ্রাম,ফেনী,ফেনী সদর,লস্করহাট,৩৯০৩
3902,চট্টগ্রাম,ফেনী,ফেনী সদর,শর্শদি,৩৯০২
3942,চট্টগ্রাম,ফেনী,পশুরামপুর,ফুলগাজী,৩৯৪২
3943,চট্টগ্রাম,ফেনী,পশুরামপুর,মুন্সিরহাট,৩৯৪৩
3940,চট্টগ্রাম,ফেনী,পশুরামপুর,পশুরামপুর,৩৯৪০
3941,চট্টগ্রাম,ফেনী,পশুরামপুর,শুড়বাজার,৩৯৪১
3932,চট্টগ্রাম,ফেনী,সোনাগাজী,আহমদপুর,৩৯৩২
3933,চট্টগ্রাম,ফেনী,সোনাগাজী,কাজিরহাট,৩৯৩৩
3931,চট্টগ্রাম,ফেনী,সোনাগাজী,মতিগঞ্জ,৩৯৩১
3930,চট্টগ্রাম,ফেনী,সোনাগাজী,সোনাগাজী,৩৯৩০
4420,চট্টগ্রাম,খাগড়াছড়ি,দীঘিনালা,দীঘিনালা,৪৪২০
4400,চট্টগ্রাম,খাগড়াছড়ি,খাগড়াছড়ি সদর,খাগড়াছড়ি সদর,৪৪০০
4470,চট্টগ্রাম,খাগড়াছড়ি,লক্ষ্মীছড়ি,লক্ষ্মীছড়ি,৪৪৭০
4430,চট্টগ্রাম,খাগড়াছড়ি,মহালছড়ি,মহালছড়ি,৪৪৩০
4460,চট্টগ্রাম,খাগড়াছড়ি,মানিকছড়ি,মানিকছড়ি,৪৪৬০
4450,চট্টগ্রাম,খাগড়াছড়ি,মাটিরাঙ্গা,মাটিরাঙ্গা,৪৪৫০
4410,চট্টগ্রাম,খাগড়াছড়ি,পানছড়ি,পানছড়ি,৪৪১০
4440,চট্টগ্রাম,খাগড়াছড়ি,রামগড় প্রধান কার্যালয়,রামগড় প্রধান কার্যালয়,৪৪৪০
3730,চট্টগ্রাম,লক্ষ্মীপুর,চর আলেক্সজান্ডার,চর আলেক্সজান্ডার,৩৭৩০
3731,চট্টগ্রাম,লক্ষ্মীপুর,চর আলেক্সজান্ডার,হাজীরঘাট,৩৭৩১
3732,চট্টগ্রাম,লক্ষ্মীপুর,চর আলেক্সজান্ডার,রামগতিরহাট,৩৭৩২
3709,চট্টগ্রাম,লক্ষ্মীপুর,লক্ষ্মীপুর সদর,আমানি থেকে লক্ষ্মীপুর,৩৭০৯
3702,চট্টগ্রাম,লক্ষ্মীপুর,লক্ষ্মীপুর সদর,ভবানীগঞ্জ,৩৭০২
3708,চট্টগ্রাম,লক্ষ্মীপুর,লক্ষ্মীপুর সদর,চন্দ্রগঞ্জ,৩৭০৮
3707,চট্টগ্রাম,লক্ষ্মীপুর,লক্ষ্মীপুর সদর,চৌপল্লী,৩৭০৭
3701,চট্টগ্রাম,লক্ষ্মীপুর,লক্ষ্মীপুর সদর,দালাল বাজার,৩৭০১
3706,চট্টগ্রাম,লক্ষ্মীপুর,লক্ষ্মীপুর সদর,দত্তপাড়া,৩৭০৬
3704,চট্টগ্রাম,লক্ষ্মীপুর,লক্ষ্মীপুর সদর,কেরামতগঞ্জ,৩৭০৪
3700,চট্টগ্রাম,লক্ষ্মীপুর,লক্ষ্মীপুর সদর,লক্ষ্মীপুর সদর,৩৭০০
3703,চট্টগ্রাম,লক্ষ্মীপুর,লক্ষ্মীপুর সদর,মান্দারী,৩৭০৩
3705,চট্টগ্রাম,লক্ষ্মীপুর,লক্ষ্মীপুর সদর,রুপছড়া,৩৭০৫
3721,চট্টগ্রাম,লক্ষ্মীপুর,রামগঞ্জ,আলীপুর,৩৭২১
3725,চট্টগ্রাম,লক্ষ্মীপুর,রামগঞ্জ,দলতা,৩৭২৫
3723,চট্টগ্রাম,লক্ষ্মীপুর,রামগঞ্জ,কাঞ্চনপুর,৩৭২৩
3724,চট্টগ্রাম,লক্ষ্মীপুর,রামগঞ্জ,নাগমুদ,৩৭২৪
3722,চট্টগ্রাম,লক্ষ্মীপুর,রামগঞ্জ,পানপাড়া,৩৭২২
3720,চট্টগ্রাম,লক্ষ্মীপুর,রামগঞ্জ,রামগঞ্জ,৩৭২০
3714,চট্টগ্রাম,লক্ষ্মীপুর,রায়পুর,ভুয়াবাড়ি,৩৭১৪
3713,চট্টগ্রাম,লক্ষ্মীপুর,রায়পুর,হায়দারগঞ্জ,৩৭১৩
3712,চট্টগ্রাম,লক্ষ্মীপুর,রায়পুর,নাগের দিঘীরপাড়,৩৭১২
3711,চট্টগ্রাম,লক্ষ্মীপুর,রায়পুর,রাখালিয়া,৩৭১১
3710,চট্টগ্রাম,লক্ষ্মীপুর,রায়পুর,রায়পুর,৩৭১০
3850,চট্টগ্রাম,নোয়াখালী,বসুরহাট,বসুরহাট,৩৮৫০
3851,চট্টগ্রাম,নোয়াখালী,বসুরহাট,চারহাজারী,৩৮৫১
3831,চট্টগ্রাম,নোয়াখালী,বেগমগঞ্জ,আলায়ারপুর,৩৮৩১
3847,চট্টগ্রাম,নোয়াখালী,বেগমগঞ্জ,আমিশাপাড়া,৩৮৪৭
3822,চট্টগ্রাম,নোয়াখালী,বেগমগঞ্জ,বাংলাবাজার,৩৮২২
3824,চট্টগ্রাম,নোয়াখালী,বেগমগঞ্জ,বজরা,৩৮২৪
3820,চট্টগ্রাম,নোয়াখালী,বেগমগঞ্জ,বেগমগঞ্জ,৩৮২০
3837,চট্টগ্রাম,নোয়াখালী,বেগমগঞ্জ,ভবানী জীবনপুর,৩৮৩৭
3821,চট্টগ্রাম,নোয়াখালী,বেগমগঞ্জ,চৌমুহনি,৩৮২১
3843,চট্টগ্রাম,নোয়াখালী,বেগমগঞ্জ,দাউতি,৩৮৪৩
3848,চট্টগ্রাম,নোয়াখালী,বেগমগঞ্জ,দুর্গাপুর,৩৮৪৮
3828,চট্টগ্রাম,নোয়াখালী,বেগমগঞ্জ,গোপালপুর,৩৮২৮
3825,চট্টগ্রাম,নোয়াখালী,বেগমগঞ্জ,জমিদারহাট,৩৮২৫
3844,চট্টগ্রাম,নোয়াখালী,বেগমগঞ্জ,জয়াগ,৩৮৪৪
3829,চট্টগ্রাম,নোয়াখালী,বেগমগঞ্জ,জয়-নারায়ণপুর,৩৮২৯
3833,চট্টগ্রাম,নোয়াখালী,বেগমগঞ্জ,খলিফাত বাজার,৩৮৩৩
3842,চট্টগ্রাম,নোয়াখালী,বেগমগঞ্জ,খালিশপুর,৩৮৪২
3838,চট্টগ্রাম,নোয়াখালী,বেগমগঞ্জ,মহেষগঞ্জ,৩৮৩৮
3823,চট্টগ্রাম,নোয়াখালী,বেগমগঞ্জ,মীরওয়ারিশপুর,৩৮২৩
3839,চট্টগ্রাম,নোয়াখালী,বেগমগঞ্জ,নাদোনা,৩৮৩৯
3841,চট্টগ্রাম,নোয়াখালী,বেগমগঞ্জ,নন্দিয়াপাড়া,৩৮৪১
3835,চট্টগ্রাম,নোয়াখালী,বেগমগঞ্জ,ওয়াসেকপুর,৩৮৩৫
3834,চট্টগ্রাম,নোয়াখালী,বেগমগঞ্জ,রাজগঞ্জ,৩৮৩৪
3827,চট্টগ্রাম,নোয়াখালী,বেগমগঞ্জ,সোনাইমুড়ি,৩৮২৭
3832,চট্টগ্রাম,নোয়াখালী,বেগমগঞ্জ,টঙ্গীরপাড়,৩৮৩২
3845,চট্টগ্রাম,নোয়াখালী,বেগমগঞ্জ,থানার হাট,৩৮৪৫
3879,চট্টগ্রাম,নোয়াখালী,চাটখিল,বাঁশবাজার,৩৮৭৯
3873,চট্টগ্রাম,নোয়াখালী,চাটখিল,বদলকোট,৩৮৭৩
3870,চট্টগ্রাম,নোয়াখালী,চাটখিল,চাটখিল,৩৮৭০
3878,চট্টগ্রাম,নোয়াখালী,চাটখিল,দশদিন ঘড়িয়া,৩৮৭৮
3877,চট্টগ্রাম,নোয়াখালী,চাটখিল,কড়িহাটি,৩৮৭৭
3872,চট্টগ্রাম,নোয়াখালী,চাটখিল,খিলপাড়া,৩৮৭২
3871,চট্টগ্রাম,নোয়াখালী,চাটখিল,পাল্লা,৩৮৭১
3874,চট্টগ্রাম,নোয়াখালী,চাটখিল,রেজ্জাকপুর,৩৮৭৪
3881,চট্টগ্রাম,নোয়াখালী,চাটখিল,সাহাপুর,৩৮৮১
3882,চট্টগ্রাম,নোয়াখালী,চাটখিল,শম্পার,৩৮৮২
